Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2010,ALASKA,"HERRING, PACIFIC",108497397,49214,22070629,Public,Commercial,Clupea pallasii,551209,AKFIN
2010,ALASKA,LINGCOD,516529,234,398805,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2010,ALASKA,"MACKEREL, ATKA",145206109,65865,30535233,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2010,ALASKA,OCTOPUSES **,729950,331,284944,Public,Commercial,Octopodidae,82590,AKFIN
2010,ALASKA,"POLLOCK, WALLEYE ",1947573975,883414,280021675,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2010,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",71218458,32304,14997924,Public,Commercial,Sebastes alutus,166707,AKFIN
2010,ALASKA,"ROCKFISH, WIDOW",21784,10,3498,Public,Commercial,Sebastes entomelas,166719,AKFIN
2010,ALASKA,"ROCKFISH, YELLOWTAIL",3131,1,1041,Public,Commercial,Sebastes flavidus,166720,AKFIN
2010,ALASKA,ROCKFISHES **,28837870,13081,6582635,Public,Commercial,Sebastes ,166705,AKFIN
2010,ALASKA,SABLEFISH,27130328,12306,97642659,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2010,ALASKA,"SALMON, CHINOOK",5393819,2447,18132821,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2010,ALASKA,"SALMON, CHUM",108036507,49005,72322626,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2010,ALASKA,"SALMON, COHO",29095958,13198,31647176,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2010,ALASKA,"SALMON, PINK",372545643,168986,136275825,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2010,ALASKA,"SALMON, SOCKEYE",241749716,109657,263069816,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2010,ALASKA,"SCALLOP, WEATHERVANE",481218,218,4727958,Public,Commercial,Patinopecten caurinus,79757,AKFIN
2010,ALASKA,SCULPINS **,843980,383,11640,Public,Commercial,Cottidae,167196,AKFIN
2010,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **",65230,30,1236,Public,Commercial,Chondrichthyes,159785,AKFIN
2010,ALASKA,"SHRIMPS, PENAEID **",707521,321,2022392,Public,Commercial,Penaeidae,95602,AKFIN
2010,ALASKA,"SKATES, RAJIDAE (FAMILY) **",19275408,8743,4121700,Public,Commercial,Rajidae,160845,AKFIN
2010,ALASKA,"SOLE, BUTTER",4116028,1867,535391,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2010,ALASKA,"SOLE, DOVER",750696,341,72891,Public,Commercial,Microstomus pacificus,172887,AKFIN
2010,ALASKA,"SOLE, ENGLISH",68848,31,8044,Public,Commercial,Parophrys vetulus,172921,AKFIN
2010,ALASKA,"SOLE, FLATHEAD",47969854,21759,7140236,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2010,ALASKA,"SOLE, REX",9042013,4101,2417090,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2010,ALASKA,"SOLE, ROCK",117769812,53420,19647802,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2010,ALASKA,"SOLE, YELLOWFIN",249662182,113246,35192948,Public,Commercial,Limanda aspera,172907,AKFIN
2010,ALASKA,"SQUIDS, LOLIGINIDAE **",852384,387,45938,Public,Commercial,Loliginidae,82369,AKFIN
2010,ALASKA,"VERTEBRATES, JAWED",90750,41,65202,Public,Commercial,Gnathostomata ,914179,AKFIN
2009,ALASKA,"CLAM, PACIFIC GEODUCK",794649,360,4242035,Public,Commercial,Panopea abrupta,81779,AKFIN
2009,ALASKA,"COD, PACIFIC",491072879,222749,98506890,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2009,ALASKA,"CRAB, DUNGENESS",5609887,2545,9431751,Public,Commercial,Cancer magister,98675,AKFIN
2009,ALASKA,"CRAB, KING **",22390526,10156,88591627,Public,Commercial,Paralithodes,97934,AKFIN
2009,ALASKA,"CRAB, SNOW",58089302,26349,81137926,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2009,ALASKA,"CRAB, SOUTHERN TANNER",3440714,1561,5538626,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2009,ALASKA,CRUSTACEANS **,1135027,515,2215878,Public,Commercial,Crustacea,83677,AKFIN
2009,ALASKA,"CUCUMBERS, SEA **",1752569,795,4130995,Public,Commercial,Holothuroidea,158140,AKFIN
2009,ALASKA,FLATFISHES **,20368059,9239,2282294,Public,Commercial,Pleuronectiformes,172702,AKFIN
2009,ALASKA,"FLOUNDER, ARROWTOOTH",81511439,36973,7129605,Public,Commercial,Atheresthes stomias,172862,AKFIN
2009,ALASKA,"HALIBUT, GREENLAND",8935946,4053,3236654,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2009,ALASKA,"HALIBUT, PACIFIC",57749103,26195,134603172,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2009,ALASKA,"HERRING, PACIFIC",86951486,39441,23852752,Public,Commercial,Clupea pallasii,551209,AKFIN
2009,ALASKA,LINGCOD,591344,268,417987,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2009,ALASKA,"MACKEREL, ATKA",156888422,71164,29733692,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2009,ALASKA,OCTOPUSES **,626034,284,270194,Public,Commercial,Octopodidae,82590,AKFIN
2009,ALASKA,"POLLOCK, WALLEYE ",1869212873,847869,254294802,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2009,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",58582090,26573,9095444,Public,Commercial,Sebastes alutus,166707,AKFIN
2009,ALASKA,"ROCKFISH, WIDOW",8340,4,1461,Public,Commercial,Sebastes entomelas,166719,AKFIN
2009,ALASKA,ROCKFISHES **,25411042,11526,5355172,Public,Commercial,Sebastes ,166705,AKFIN
2009,ALASKA,SABLEFISH,29098148,13199,87659764,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2009,ALASKA,"SALMON, CHINOOK",5079427,2304,13091116,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2009,ALASKA,"SALMON, CHUM",106550304,48331,47373348,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2009,ALASKA,"SALMON, COHO",26690363,12107,24649281,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2009,ALASKA,"SALMON, PINK",277004249,125648,73256999,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2009,ALASKA,"SALMON, SOCKEYE",256105999,116169,229726741,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2009,ALASKA,"SCALLOP, WEATHERVANE",289611,131,2230294,Public,Commercial,Patinopecten caurinus,79757,AKFIN
2009,ALASKA,SCULPINS **,2144212,973,96934,Public,Commercial,Cottidae,167196,AKFIN
2009,ALASKA,"SHARK, DOGFISH, SPINY",75391,34,1260,Public,Commercial,Squalus acanthias,160617,AKFIN
2009,ALASKA,"SHRIMPS, PENAEID **",805766,365,2131879,Public,Commercial,Penaeidae,95602,AKFIN
2009,ALASKA,"SKATES, RAJIDAE (FAMILY) **",19523276,8856,1909482,Public,Commercial,Rajidae,160845,AKFIN
2009,ALASKA,"SOLE, BUTTER",3972805,1802,444859,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2009,ALASKA,"SOLE, DOVER",233399,106,15271,Public,Commercial,Microstomus pacificus,172887,AKFIN
2009,ALASKA,"SOLE, ENGLISH",48242,22,5954,Public,Commercial,Parophrys vetulus,172921,AKFIN
2009,ALASKA,"SOLE, FLATHEAD",46110641,20916,5788514,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2009,ALASKA,"SOLE, REX",12788815,5801,3716468,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2009,ALASKA,"SOLE, ROCK",110311741,50037,16934258,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2009,ALASKA,"SOLE, YELLOWFIN",221878582,100643,29678597,Public,Commercial,Limanda aspera,172907,AKFIN
2009,ALASKA,"SQUIDS, LOLIGINIDAE **",1060238,481,32767,Public,Commercial,Loliginidae,82369,AKFIN
2009,ALASKA,"VERTEBRATES, JAWED",106398,48,30842,Public,Commercial,Gnathostomata ,914179,AKFIN
2008,ALASKA,"CLAM, PACIFIC GEODUCK",764860,347,2823651,Public,Commercial,Panopea abrupta,81779,AKFIN
2008,ALASKA,"COD, PACIFIC",493968564,224063,281562082,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2008,ALASKA,"CRAB, DUNGENESS",6159230,2794,13394860,Public,Commercial,Cancer magister,98675,AKFIN
2008,ALASKA,"CRAB, KING **",27217618,12346,122777943,Public,Commercial,Paralithodes,97934,AKFIN
2008,ALASKA,"CRAB, SNOW",62442257,28324,106296177,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2008,ALASKA,"CRAB, SOUTHERN TANNER",3635754,1649,6312073,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2008,ALASKA,CRUSTACEANS **,3243851,1471,4010562,Public,Commercial,Crustacea,83677,AKFIN
2008,ALASKA,FLATFISHES **,18512933,8397,5824889,Public,Commercial,Pleuronectiformes,172702,AKFIN
2008,ALASKA,"FLOUNDER, ARROWTOOTH",80559684,36542,7684352,Public,Commercial,Atheresthes stomias,172862,AKFIN
2008,ALASKA,"HALIBUT, GREENLAND",4499347,2041,1501120,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2008,ALASKA,"HALIBUT, PACIFIC",64638789,29320,209468556,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2008,ALASKA,"HERRING, PACIFIC",84286613,38232,25705489,Public,Commercial,Clupea pallasii,551209,AKFIN
2008,ALASKA,"MACKEREL, ATKA",127028589,57620,21628685,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2008,ALASKA,"POLLOCK, WALLEYE ",2276166266,1032462,323215610,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2008,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",63728045,28907,10626761,Public,Commercial,Sebastes alutus,166707,AKFIN
2008,ALASKA,ROCKFISHES **,25675670,11646,7982882,Public,Commercial,Sebastes ,166705,AKFIN
2008,ALASKA,SABLEFISH,30300999,13744,98378695,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2008,ALASKA,"SALMON, CHINOOK",4986358,2262,21072394,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2008,ALASKA,"SALMON, CHUM",117146901,53137,64574654,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2008,ALASKA,"SALMON, COHO",33166535,15044,42376219,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2008,ALASKA,"SALMON, PINK",260524480,118173,91940129,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2008,ALASKA,"SALMON, SOCKEYE",224485482,101826,194822556,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2008,ALASKA,"SCALLOP, SEA",374469,170,1922597,Public,Commercial,Placopecten magellanicus,79718,AKFIN
2008,ALASKA,SCULPINS **,1561046,708,18733,Public,Commercial,Cottidae,167196,AKFIN
2008,ALASKA,"SHARK, DOGFISH, SPINY",60901,28,22838,Public,Commercial,Squalus acanthias,160617,AKFIN
2008,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **",17275,8,6478,Public,Commercial,Chondrichthyes,159785,AKFIN
2008,ALASKA,"SHRIMPS, PENAEID **",678251,308,2073152,Public,Commercial,Penaeidae,95602,AKFIN
2008,ALASKA,"SKATES, RAJIDAE (FAMILY) **",20306340,9211,2473356,Public,Commercial,Rajidae,160845,AKFIN
2008,ALASKA,"SOLE, BUTTER",3558936,1614,602596,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2008,ALASKA,"SOLE, DOVER",452535,205,46072,Public,Commercial,Microstomus pacificus,172887,AKFIN
2008,ALASKA,"SOLE, ENGLISH",48783,22,6801,Public,Commercial,Parophrys vetulus,172921,AKFIN
2008,ALASKA,"SOLE, FLATHEAD",55731427,25280,9691279,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2008,ALASKA,"SOLE, REX",7915951,3591,1746154,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2008,ALASKA,"SOLE, ROCK",116803750,52982,24636390,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2008,ALASKA,"SOLE, YELLOWFIN",311370801,141237,49922210,Public,Commercial,Limanda aspera,172907,AKFIN
2008,ALASKA,"SQUIDS, LOLIGINIDAE **",2444580,1109,80800,Public,Commercial,Loliginidae,82369,AKFIN
2008,ALASKA,"VERTEBRATES, JAWED",121641,55,28337,Public,Commercial,Gnathostomata ,914179,AKFIN
2007,ALASKA,"CLAM, PACIFIC GEODUCK",808816,367,2848437,Public,Commercial,Panopea abrupta,81779,AKFIN
2007,ALASKA,"COD, PACIFIC",488536540,221599,224726808,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2007,ALASKA,"CRAB, DUNGENESS",6478304,2939,13716789,Public,Commercial,Cancer magister,98675,AKFIN
2007,ALASKA,"CRAB, KING **",25938834,11766,100153044,Public,Commercial,Paralithodes,97934,AKFIN
2007,ALASKA,"CRAB, SNOW",34124621,15479,54648880,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2007,ALASKA,"CRAB, SOUTHERN TANNER",4157555,1886,7068564,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2007,ALASKA,CRUSTACEANS **,3133027,1421,7957946,Public,Commercial,Crustacea,83677,AKFIN
2007,ALASKA,FLATFISHES **,9377122,4253,4142515,Public,Commercial,Pleuronectiformes,172702,AKFIN
2007,ALASKA,"FLOUNDER, ARROWTOOTH",44610759,20235,2555074,Public,Commercial,Atheresthes stomias,172862,AKFIN
2007,ALASKA,"HALIBUT, GREENLAND",3757220,1704,399142,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2007,ALASKA,"HALIBUT, PACIFIC",67241935,30501,217398738,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2007,ALASKA,"HERRING, PACIFIC",67136583,30453,15414744,Public,Commercial,Clupea pallasii,551209,AKFIN
2007,ALASKA,"MACKEREL, ATKA",126961042,57589,19768256,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2007,ALASKA,OCTOPUSES **,659519,299,316166,Public,Commercial,Octopodidae,82590,AKFIN
2007,ALASKA,"POLLOCK, WALLEYE ",3065898751,1390683,297392179,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2007,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",61795812,28030,12085659,Public,Commercial,Sebastes alutus,166707,AKFIN
2007,ALASKA,ROCKFISHES **,24423332,11078,6394845,Public,Commercial,Sebastes ,166705,AKFIN
2007,ALASKA,SABLEFISH,32252039,14629,94651487,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2007,ALASKA,"SALMON, CHINOOK",8815727,3999,26301042,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2007,ALASKA,"SALMON, CHUM",96257476,43662,29427234,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2007,ALASKA,"SALMON, COHO",24196874,10976,23001411,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2007,ALASKA,"SALMON, PINK",455508175,206617,87576527,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2007,ALASKA,"SALMON, SOCKEYE",276534761,125435,220317488,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2007,ALASKA,SCULPINS **,1283354,582,26950,Public,Commercial,Cottidae,167196,AKFIN
2007,ALASKA,"SHARK, DOGFISH, SPINY",71022,32,26491,Public,Commercial,Squalus acanthias,160617,AKFIN
2007,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **",87399,40,1299,Public,Commercial,Chondrichthyes,159785,AKFIN
2007,ALASKA,"SHRIMPS, PENAEID **",730428,331,2140647,Public,Commercial,Penaeidae,95602,AKFIN
2007,ALASKA,"SKATES, RAJIDAE (FAMILY) **",15724116,7132,1459522,Public,Commercial,Rajidae,160845,AKFIN
2007,ALASKA,"SOLE, BUTTER",3315867,1504,526666,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2007,ALASKA,"SOLE, DOVER",247908,112,24127,Public,Commercial,Microstomus pacificus,172887,AKFIN
2007,ALASKA,"SOLE, ENGLISH",47323,21,6959,Public,Commercial,Parophrys vetulus,172921,AKFIN
2007,ALASKA,"SOLE, FLATHEAD",36489540,16552,6614441,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2007,ALASKA,"SOLE, REX",9061338,4110,2175072,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2007,ALASKA,"SOLE, ROCK",76114625,34525,17835078,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2007,ALASKA,"SOLE, YELLOWFIN",240312675,109005,41821197,Public,Commercial,Limanda aspera,172907,AKFIN
2007,ALASKA,"SQUIDS, LOLIGINIDAE **",2346270,1064,67002,Public,Commercial,Loliginidae,82369,AKFIN
2007,ALASKA,"VERTEBRATES, JAWED",37464,17,12295,Public,Commercial,Gnathostomata ,914179,AKFIN
2006,ALASKA,"CLAM, PACIFIC GEODUCK",667269,303,2093686,Public,Commercial,Panopea abrupta,81779,AKFINHIST
2006,ALASKA,CLAMS **,370308,168,225330,Public,Commercial,Bivalvia,79118,AKFINHIST
2006,ALASKA,"COD, PACIFIC",517799333,234872,196763747,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
2006,ALASKA,"CRAB, DUNGENESS",4839517,2195,6796259,Public,Commercial,Cancer magister,98675,AKFINHIST
2006,ALASKA,"CRAB, KING **",21641434,9816,67060076,Public,Commercial,Paralithodes,97934,AKFINHIST
2006,ALASKA,"CRAB, SNOW",38019384,17245,30453809,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2006,ALASKA,"CRAB, SOUTHERN TANNER",4501816,2042,6261550,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2006,ALASKA,CRUSTACEANS **,3081761,1398,8141421,Public,Commercial,Crustacea,83677,AKFINHIST
2006,ALASKA,FLATFISHES **,9548558,4331,3344787,Public,Commercial,Pleuronectiformes,172702,AKFINHIST
2006,ALASKA,"FLOUNDER, ARROWTOOTH",48807781,22139,3467412,Public,Commercial,Atheresthes stomias,172862,AKFINHIST
2006,ALASKA,"HALIBUT, GREENLAND",3912645,1775,549934,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFINHIST
2006,ALASKA,"HALIBUT, PACIFIC",69154499,31368,192904656,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
2006,ALASKA,"HERRING, PACIFIC",79845213,36218,7454548,Public,Commercial,Clupea pallasii,551209,AKFINHIST
2006,ALASKA,"MACKEREL, ATKA",130814167,59337,15702548,Public,Commercial,Pleurogrammus monopterygius,167120,AKFINHIST
2006,ALASKA,"POLLOCK, WALLEYE ",3400810372,1542597,329878606,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
2006,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",51008027,23137,10481813,Public,Commercial,Sebastes alutus,166707,AKFINHIST
2006,ALASKA,ROCKFISHES **,23308280,10573,7237100,Public,Commercial,Sebastes ,166705,AKFINHIST
2006,ALASKA,SABLEFISH,33508736,15199,109164765,Public,Commercial,Anoplopoma fimbria,167123,AKFINHIST
2006,ALASKA,"SALMON, CHINOOK",10453642,4742,26760157,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFINHIST
2006,ALASKA,"SALMON, CHUM",136534904,61932,37541521,Public,Commercial,Oncorhynchus keta,161976,AKFINHIST
2006,ALASKA,"SALMON, COHO",30997343,14060,29913649,Public,Commercial,Oncorhynchus kisutch,161977,AKFINHIST
2006,ALASKA,"SALMON, PINK",221758603,100589,27749845,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFINHIST
2006,ALASKA,"SALMON, SOCKEYE",234482393,106361,154546515,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
2006,ALASKA,SCULPINS **,575691,261,18422,Public,Commercial,Cottidae,167196,AKFINHIST
2006,ALASKA,"SHARK, DOGFISH, SPINY",90740,41,10163,Public,Commercial,Squalus acanthias,160617,AKFINHIST
2006,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **",104896,48,1824,Public,Commercial,Chondrichthyes,159785,AKFINHIST
2006,ALASKA,"SHRIMPS, PENAEID **",1139798,517,3160014,Public,Commercial,Penaeidae,95602,AKFINHIST
2006,ALASKA,"SKATES, RAJIDAE (FAMILY) **",16823896,7631,1992053,Public,Commercial,Rajidae,160845,AKFINHIST
2006,ALASKA,"SOLE, DOVER",358871,163,37744,Public,Commercial,Microstomus pacificus,172887,AKFINHIST
2006,ALASKA,"SOLE, ENGLISH",22750,10,3890,Public,Commercial,Parophrys vetulus,172921,AKFINHIST
2006,ALASKA,"SOLE, FLATHEAD",36158961,16402,6995926,Public,Commercial,Hippoglossoides elassodon,172875,AKFINHIST
2006,ALASKA,"SOLE, REX",9182004,4165,1777075,Public,Commercial,Glyptocephalus zachirus,172978,AKFINHIST
2006,ALASKA,"SOLE, ROCK",75469748,34233,19548391,Public,Commercial,Paraplagusia bilineata,173105,AKFINHIST
2006,ALASKA,"SOLE, YELLOWFIN",199672876,90571,33713740,Public,Commercial,Limanda aspera,172907,AKFINHIST
2006,ALASKA,"SQUID, JUMBO",4762008,2160,203802,Public,Commercial,Dosidicus gigas,82538,AKFINHIST
2006,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",925349,420,276701,Public,Commercial,Strongylocentrotus,157968,AKFINHIST
2006,ALASKA,"VERTEBRATES, JAWED",110172,50,60399,Public,Commercial,Gnathostomata ,914179,AKFINHIST
2005,ALASKA,"CLAM, PACIFIC GEODUCK",638976,290,1669349,Public,Commercial,Panopea abrupta,81779,AKFINHIST
2005,ALASKA,"COD, PACIFIC",546748030,248003,149808960,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
2005,ALASKA,"CRAB, DUNGENESS",4988198,2263,6149084,Public,Commercial,Cancer magister,98675,AKFINHIST
2005,ALASKA,"CRAB, KING **",23938929,10859,91042174,Public,Commercial,Paralithodes,97934,AKFINHIST
2005,ALASKA,"CRAB, SNOW",24864785,11279,42760967,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2005,ALASKA,"CRAB, SOUTHERN TANNER",3517925,1596,6178904,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2005,ALASKA,CRUSTACEANS **,4670161,2118,6901799,Public,Commercial,Crustacea,83677,AKFINHIST
2005,ALASKA,FLATFISHES **,3224724,1463,947254,Public,Commercial,Pleuronectiformes,172702,AKFINHIST
2005,ALASKA,"FLOUNDER, ARROWTOOTH",42157859,19123,3157574,Public,Commercial,Atheresthes stomias,172862,AKFINHIST
2005,ALASKA,"HALIBUT, GREENLAND",5219457,2368,778202,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFINHIST
2005,ALASKA,"HALIBUT, PACIFIC",73921623,33531,170075314,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
2005,ALASKA,"HERRING, PACIFIC",85700915,38874,13428785,Public,Commercial,Clupea pallasii,551209,AKFINHIST
2005,ALASKA,"MACKEREL, ATKA",129482451,58733,14892866,Public,Commercial,Pleurogrammus monopterygius,167120,AKFINHIST
2005,ALASKA,"POLLOCK, WALLEYE ",3410064761,1546795,306905829,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
2005,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",42818965,19423,5701421,Public,Commercial,Sebastes alutus,166707,AKFINHIST
2005,ALASKA,"ROCKFISH, YELLOWTAIL",736,0,425,Public,Commercial,Sebastes flavidus,166720,AKFINHIST
2005,ALASKA,ROCKFISHES **,22693248,10294,5662880,Public,Commercial,Sebastes ,166705,AKFINHIST
2005,ALASKA,SABLEFISH,37351512,16943,115874029,Public,Commercial,Anoplopoma fimbria,167123,AKFINHIST
2005,ALASKA,"SALMON, CHINOOK",10819151,4908,21023402,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFINHIST
2005,ALASKA,"SALMON, CHUM",74279731,33693,17153364,Public,Commercial,Oncorhynchus keta,161976,AKFINHIST
2005,ALASKA,"SALMON, COHO",30970997,14048,20698903,Public,Commercial,Oncorhynchus kisutch,161977,AKFINHIST
2005,ALASKA,"SALMON, PINK",493085980,223662,48860739,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFINHIST
2005,ALASKA,"SALMON, SOCKEYE",263162463,119370,185825944,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
2005,ALASKA,"SCALLOP, WEATHERVANE",204732,93,1637853,Public,Commercial,Patinopecten caurinus,79757,AKFINHIST
2005,ALASKA,SCULPINS **,440246,200,25535,Public,Commercial,Cottidae,167196,AKFINHIST
2005,ALASKA,"SHARK, DOGFISH, SPINY",21929,10,4693,Public,Commercial,Squalus acanthias,160617,AKFINHIST
2005,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **",99215,45,1512,Public,Commercial,Chondrichthyes,159785,AKFINHIST
2005,ALASKA,"SHRIMPS, PENAEID **",1599030,725,3044929,Public,Commercial,Penaeidae,95602,AKFINHIST
2005,ALASKA,"SKATES, RAJIDAE (FAMILY) **",20726120,9401,1517509,Public,Commercial,Rajidae,160845,AKFINHIST
2005,ALASKA,"SOLE, DOVER",389138,177,46288,Public,Commercial,Microstomus pacificus,172887,AKFINHIST
2005,ALASKA,"SOLE, FLATHEAD",31867547,14455,5229822,Public,Commercial,Hippoglossoides elassodon,172875,AKFINHIST
2005,ALASKA,"SOLE, REX",8005331,3631,1754404,Public,Commercial,Glyptocephalus zachirus,172978,AKFINHIST
2005,ALASKA,"SOLE, ROCK",62235112,28230,15417304,Public,Commercial,Paraplagusia bilineata,173105,AKFINHIST
2005,ALASKA,"SOLE, YELLOWFIN",188105064,85324,23485027,Public,Commercial,Limanda aspera,172907,AKFINHIST
2005,ALASKA,"SQUID, JUMBO",3086899,1400,104379,Public,Commercial,Dosidicus gigas,82538,AKFINHIST
2005,ALASKA,"VERTEBRATES, JAWED",205394,93,119538,Public,Commercial,Gnathostomata ,914179,AKFINHIST
2004,ALASKA,"CLAM, PACIFIC GEODUCK",626562,284,2395144,Public,Commercial,Panopea abrupta,81779,AKFINHIST
2004,ALASKA,"COD, PACIFIC",587337007,266414,147421589,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
2004,ALASKA,"CRAB, DUNGENESS",5151041,2336,7451645,Public,Commercial,Cancer magister,98675,AKFINHIST
2004,ALASKA,"CRAB, KING **",22074076,10013,93597078,Public,Commercial,Paralithodes,97934,AKFINHIST
2004,ALASKA,"CRAB, SNOW",23687517,10745,48635717,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2004,ALASKA,"CRAB, SOUTHERN TANNER",1520871,690,3745171,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2004,ALASKA,"CRABS, DECAPODA (ORDER) **",208436,95,312187,Public,Commercial,Decapoda,95599,AKFINHIST
2004,ALASKA,CRUSTACEANS **,3467534,1573,5425404,Public,Commercial,Crustacea,83677,AKFINHIST
2004,ALASKA,FLATFISHES **,2549770,1157,549605,Public,Commercial,Pleuronectiformes,172702,AKFINHIST
2004,ALASKA,"FLOUNDER, ARROWTOOTH",23184916,10517,1545157,Public,Commercial,Atheresthes stomias,172862,AKFINHIST
2004,ALASKA,"HALIBUT, GREENLAND",4119573,1869,684181,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFINHIST
